ID	Type	Title	Games	Authors	Date	Tags	Description	Update	Embed	URL	SourceURL
p5r-pc-increasedpersonaenemystatslimit	mod	Increased Persona/Enemy Stats Limit	p5r-pc	Scarltz	09/11/2023	QOL	All 99 stats is not enough for you? Need to compensate more for something? Well this mod is for you! This mod increased the 99 (0x63 in hex) stat limi ... 		https://images.gamebanana.com/img/ss/mods/64ff1f0f2840c.jpg	https://gamebanana.com/mods/468149	
p5r-pc-akechismaskonuniforms	mod	Akechi's mask on uniforms	p5r-pc	cjissoc00l	09/10/2023	Characters Model	Akechi's flaunting his part in the phantom thief's with his mask!<br>Replaces his winter and summer out fits in the meta verse and in the over world.		https://images.gamebanana.com/img/ss/mods/64fdfb5232c23.jpg	https://gamebanana.com/mods/467889	
p5r-pc-jokersuniformswithmask	mod	Jokers uniforms with mask	p5r-pc	cjissoc00l	09/09/2023	Characters Model	A simple mod to add Jokers mask on top of his school uniform.		https://images.gamebanana.com/img/ss/mods/64fcb87a64592.jpg	https://gamebanana.com/mods/467798	
p5r-pc-ballguyoverjoker	mod	Ball Guy over Joker	p5r-pc	Ercar	09/08/2023	Characters Model	Took some time between everything and made a quick Pokémon Mod<br><br>I'll be honest some of the other mods I've been working on have been kind of wearing m ... 		https://images.gamebanana.com/img/ss/mods/64fb47e8b8f31.jpg	https://gamebanana.com/mods/467584	
p5r-pc-thephantomartist	mod	The Phantom Artist	p5r-pc	daringndreaminx	09/07/2023	Misc	Were you disappointed that Yusuke's usefullness fell off after Ryuji learns Charge? Do you wish he had Ice Amp/Boost to make his ice skills have more  ... 		https://images.gamebanana.com/img/ss/mods/64fa2a565b8f2.jpg	https://gamebanana.com/mods/467461	
p5r-pc-commissionjokerpersona5ff	mod	[Commission] Joker Persona 5 FF	p5r-pc	MadMax1960	09/07/2023	Characters Model	Joker Persona 5<br><br>Commission, get your own comm here! <br><br>What outfit is this over?<br>That's up to you, if you don't edit the model id it'll just be over J ... 		https://images.gamebanana.com/img/ss/mods/64f99327abdcb.jpg	https://gamebanana.com/mods/467363	
p5r-pc-ryujiwithblackhair	mod	Ryuji With Black Hair	p5r-pc	LuigiIsTheAntiChrist	09/07/2023	Texture	Made for this request.<br><br>have you ever wondered what Ryuji would look like if he never dyed his hair? Well me too, so when I saw the request for this m ... 		https://images.gamebanana.com/img/ss/mods/64f925468cb41.jpg	https://gamebanana.com/mods/467324	
p5r-pc-p5xjokeroutfits	mod	P5X Joker Outfits	p5r-pc	Mortyyyy	04/07/2024	Characters Model	Adds Jokers Phantom Thief, Metaverse Shujin Winter, and Incognito outfit, aswell as Wonders Phantom Thief Attire from P5X via Costume Framework<br><br>the v ... 	<b>Updated 04/07/2024</b>	https://images.gamebanana.com/img/ss/mods/64f6e3fef11f5.jpg	https://gamebanana.com/mods/467034	
p5r-pc-aitacticsfixes	mod	AI Tactics Fixes	p5r-pc	MeovvCAT	11/27/2023	Fix	When Persona 3 (and subsequently Persona 3 FES) released, one of the most criticized features of the game was the lack of Direct Control of party memb ... 	<b>Updated 11/27/2023</b>	https://images.gamebanana.com/img/ss/mods/64f680506face.jpg	https://gamebanana.com/mods/466968	
p5r-pc-nikkeoutfitsforfemales	mod	NIKKE Outfits for Females	p5r-pc	Ercar	09/19/2023	Model Packs Model	Made for this request<br><br>These "files" were absolutely ginormous lmao. <br><br>I actually had to use the decimate modifier and scale the textures down so they ... 	<b>Updated 09/19/2023</b>	https://images.gamebanana.com/img/ss/mods/64f428f87b925.jpg	https://gamebanana.com/mods/466589	
p5r-pc-spoilersmrbeastovermaruki	mod	(SPOILERS!) Mr Beast over Maruki	p5r-pc	MadMax1960	08/31/2023	Characters Model	This puts Mr Beast over Maruki<br><br>BIG SPOILERS, AGAIN<br><br>Over normal maruki outfits is, mr beast. Over the palace Maruki outfits is Mr Beast with his fort ... 		https://images.gamebanana.com/img/ss/mods/64f04e354e71b.jpg	https://gamebanana.com/mods/465948	
p5r-pc-kanamioverfutaba	mod	Kanami over Futaba	p5r-pc	Ercar	08/31/2023	Characters Model	Attempted for this request haha<br><br>So I've never done face rigging before. Gonna try and learn how to properly do it but in the meantime this seemed ok  ... 		https://images.gamebanana.com/img/ss/mods/64f00e127051a.jpg	https://gamebanana.com/mods/465927	
p5r-pc-marukicatearsmodelbustups	mod	Maruki Cat Ears (Model + Bustups)	p5r-pc	fivetail	08/31/2023	Characters Texture	(Original / bustup-only mod here, please visit for full notes.)<br><br>Adds cat ears to Maruki's model and bustup portraits.<br><br>Bustup artwork by Yana, create ... 		https://images.gamebanana.com/img/ss/mods/64efeeea844be.jpg	https://gamebanana.com/mods/465899	
p5r-pc-marukicatearsbustuponly	mod	Maruki Cat Ears (Bustup Only)	p5r-pc	fivetail	08/29/2023	Portraits Texture	(NEW: Models + Bustup version here.)<br><br>Adds cat ears to Maruki's bustup portrait.<br><br>Artwork by Yana, created for this mod. Inspired by smolstarthief's k ... 		https://images.gamebanana.com/img/ss/mods/64efee6c7a4eb.jpg	https://gamebanana.com/mods/465648	
p5r-pc-kingdomheartsoutfits	mod	Kingdom Hearts Outfits	p5r-pc	Ercar	09/18/2023	Model Packs Model	I'm tired boss <br><br>Made partially for this request, but also because it's been on my back burner for quite sometime.<br>I'll tell you what though, some of  ... 	<b>Updated 09/18/2023</b>	https://images.gamebanana.com/img/ss/mods/64edacd91baa0.jpg	https://gamebanana.com/mods/465555	
p5r-pc-cutsceneaccuratejokeroutfit	mod	Cutscene Accurate Joker Outfit	p5r-pc	Mortyyyy	08/28/2023	Characters Model	Persona 5 has a cutscene in which Joker can be seen with a different outfit that's not his ingame Phantom Thief one, so at 4am after seeing it again o ... 		https://images.gamebanana.com/img/ss/mods/64ec161172ebb.jpg	https://gamebanana.com/mods/465301	
p5r-pc-guardregenammorefillinbattleconfigurable	mod	Guard Regen + Ammo Refill in Battle(Configurable)	p5r-pc	SCArkadia	01/04/2024	QOL	Ever wondered the skill ID Sloth Defense 992? This skill restores a low amount of HP when guarding. HOWEVER, this skill does not work at all. And this ... 	<b>Updated 01/04/2024</b>	https://images.gamebanana.com/img/ss/mods/64e786cd436d0.jpg	https://gamebanana.com/mods/464463	
p5r-pc-levelcapconfigurable	mod	Level Cap (Configurable)	p5r-pc	SCArkadia	01/04/2024	QOL	This mod will limit your character's level to prevent becoming overleveled, thus enhancing the challenge. The level capping is determined by the date  ... 	<b>Updated 01/04/2024</b>	https://images.gamebanana.com/img/ss/mods/64e782477ca33.jpg	https://gamebanana.com/mods/464459	
p5r-pc-garoknightsfordudes	mod	GARO Knights for Dudes	p5r-pc	Ercar	08/21/2023	Model Packs Model	Made for this request<br><br>It's ya boi back with more Tokusatsu, and once again I have never seen this series haha.<br><br>Things I learned from this mod. <br>Firs ... 		https://images.gamebanana.com/img/ss/mods/64e395379edc8.jpg	https://gamebanana.com/mods/463828	
p5r-pc-wolfoutfitforcrow	mod	Wolf Outfit for Crow	p5r-pc	Ercar	08/20/2023	Characters Model	I find it funny that in a lot of my mod testing I spend the most time making stuff for a character that is only in 2 Palaces. <br><br>I wish Akechi had more ... 		https://images.gamebanana.com/img/ss/mods/64e24ab39542e.jpg	https://gamebanana.com/mods/463633	
p5r-pc-megamanxphantomthieves	mod	Mega Man X Phantom Thieves	p5r-pc	Ercar	08/17/2023	Model Packs Model	Made for this request<br><br>I was hesitant to do this request because I was unsure how well the armors would fit over the characters and to be honest, I'm  ... 		https://images.gamebanana.com/img/ss/mods/64dd8d1d17c4a.jpg	https://gamebanana.com/mods/462946	
p5r-pc-dreamoverkamoshida	mod	Dream over Kamoshida	p5r-pc	Dankmemebunny	08/15/2023	Characters Model	This mod replaces Kamoshida with Dreams mask. It also replaces the bustups and text with dream, every mention of Kamoshida should be replaced with dre ... 		https://images.gamebanana.com/img/ss/mods/64dba85656658.jpg	https://gamebanana.com/mods/462694	
p5r-pc-exosheroesoutfitsforfemales	mod	Exos Heroes Outfits for Females	p5r-pc	Ercar	08/26/2023	Model Packs Model	Made for this request <br><br>Replaces Summer Uniform by default<br><br>Arms are a little bendy but that's how it was rigged initially so Idk. I added some elbow  ... 	<b>Updated 08/26/2023</b>	https://images.gamebanana.com/img/ss/mods/64d90667ac425.jpg	https://gamebanana.com/mods/462259	
p5r-pc-lorddrakkonoutfit	mod	Lord Drakkon Outfit	p5r-pc	Ercar	08/11/2023	Characters Model	Was gonna do this for the main Power Rangers Mod but couldn't get it where I wanted it. <br><br>I'm okay enough with it now but let me know if you would pre ... 		https://images.gamebanana.com/img/ss/mods/64d5c9a9a6e52.jpg	https://gamebanana.com/mods/461799	
p5r-pc-xb3matthewryujioutfit	mod	XB3 Matthew Ryuji Outfit	p5r-pc	Ercar	08/11/2023	Characters Model	He's full of beans.<br><br>Let me know<br>Would you rather have these mods in a pack or you would prefer them piecemeal like this and the Rex Joker mod? Obvi s ... 		https://images.gamebanana.com/img/ss/mods/64d5c434d9948.jpg	https://gamebanana.com/mods/461793	
p5r-pc-futabatransgenderpin	mod	Futaba Transgender Pin	p5r-pc	WillyWomby	08/09/2023	Characters Model	Adds a pin of the transgender flag to all of Futaba's overworld outfits and her P5D outfit <br><br>Made for this request		https://images.gamebanana.com/img/ss/mods/64d32d2006e95.jpg	https://gamebanana.com/mods/461419	
p5r-pc-totalhomestuckmusicreplacement	mod	(WIP) Total Homestuck Music Replacement	p5r-pc	ggage	04/26/2024	Misc	A mod which aims to replace every track with songs <br>from Homestuck, a webcomic about a boy and his friends who play a game <br>together.<br><br>This is a side  ... 	<b>Updated 04/26/2024</b>	https://images.gamebanana.com/img/ss/wips/661b0e261c7cf.jpg	https://gamebanana.com/wips/83981	
p5r-pc-8elementanubisbosses	mod	(WIP) 8 Element Anubis Bosses!	p5r-pc	NyxYT	05/18/2024	Misc	Currently this mod goes as far as Madarame (6/5)<br><br>Mod Requirements: Persona Essentials, BGME Framework.<br><br>Origins Of This Mod<br><br>8 Element Anubis started ... 	<b>Updated 05/18/2024</b>	https://images.gamebanana.com/img/ss/wips/65c96dd415a8d.jpg	https://gamebanana.com/wips/82661	
p5r-pc-smtskillsinroyal	mod	(WIP) SMT Skills In Royal!	p5r-pc	NyxYT	01/14/2024	Misc	Ever wanted to use skills from Shin Megami Tensei but inside Royal? Well with this mod, you finally can!<br><br>This project's goal is to add the SMT skills ... 	<b>Updated 01/14/2024</b>	https://images.gamebanana.com/img/ss/wips/6593e9b907960.jpg	https://gamebanana.com/wips/81835	
p5r-pc-demifiendbossbattle	mod	(WIP) Demi Fiend Boss Battle!	p5r-pc	NyxYT	01/05/2024	Misc	Yu Narukami is gone, and the Demi Fiend is here. And they are ready to battle!<br><br>Replaces the Yu Narukami fight with Demi Fiend. This includes using an ... 	<b>Updated 01/05/2024</b>	https://images.gamebanana.com/img/ss/wips/6589c5984c4cf.jpg	https://gamebanana.com/wips/81650	
p5r-pc-persona5royalreimagined	mod	(WIP) Persona 5 Royal Reimagined	p5r-pc	SCArkadia	05/20/2024	Misc	Welcome to Persona 5 Royal Reimagined. What this mod does it enhances difficulty way a lot more, has way many features, and it is adjusted for Mercile ... 	<b>Updated 05/20/2024</b>	https://images.gamebanana.com/img/ss/wips/652b3706925fc.jpg	https://gamebanana.com/wips/80201	
p5r-pc-showtimefields	mod	(WIP) Showtime Fields!	p5r-pc	Zennnnnnnnnnnnnnnn	10/20/2023	Misc	This mod extracts showtimes GFS and GMD files from the EPL and turns them into a physical field!	<b>Updated 10/20/2023</b>	https://images.gamebanana.com/img/ss/wips/65234c95bfa1b.jpg	https://gamebanana.com/wips/80075	
p5r-pc-partyprotagonists	mod	(WIP) Party Protagonists	p5r-pc	AlexBluk	08/20/2023	Misc	Overview<br>This mod aims to bring the Persona Protagonists to the Party!<br>The Protagonists will replace existing Party Members, and also their Personas.<br> ... 	<b>Updated 08/20/2023</b>	https://images.gamebanana.com/img/ss/wips/64e2874da4601.jpg	https://gamebanana.com/wips/78864	
p5r-pc-p5xjpwondervaoverjoker	mod	P5X JP Wonder VA over Joker	p5r-pc	Mortyyyy	04/03/2024	Voice	replaces Jokers VA with Wonders JP VA, currently only for battle voicelines (attacking, pesona calls, etc) so things from singleword and showtimes are ... 		https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/73347	
p5r-pc-ariaofthesoulsmashultimateforvelvettwins	mod	Aria of the Soul Smash Ultimate for Velvet Twins +	p5r-pc	HappyGrinch08	03/29/2024	Music Track	Swaps Caroline and Justine + Lavenza's bonus boss bgm from Rivers in the Desert to the Smash Ultimate remix of Aria of the Soul. Since its essentially ... 		https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/73285	
p5r-pc-darksunforakechi	mod	Dark Sun for Akechi	p5r-pc	HappyGrinch08	03/29/2024	Music Track	This just changes Akechi's Confidant battle + Phase 1 BGM from Blooming Villain to the eponymous theme song for the Dark Sun OVA. The lyrics suit Akec ... 		https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/73284	
p5r-pc-heartfulcryforyoshizawafight	mod	Heartful Cry for Yoshizawa fight	p5r-pc	HappyGrinch08	03/22/2024	Music Track	I always thought Blooming Villain was rather ill-fitting for Yoshizawa considering how emotional the encounter is (plus the fact that she isn't a vill ... 		https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/73174	
p5r-pc-freedompeaceovermementos	mod	Freedom & Peace Over Mementos!	p5r-pc	NyxYT	05/17/2024	Music Track	!!MAJOR SPOILERS FOR ENDGAME PERSONA 5, LISTEN AT YOUR OWN RISK!!<br><br>"I need to know what lies in the depths of Mementos, no matter what."<br><br>Replaces the ... 	<b>Updated 05/17/2024</b>	https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/72850	
p5r-pc-reloadedariaofthesoul	mod	Reloaded Aria Of The Soul	p5r-pc	NyxYT	05/17/2024	Music Track	Requested by: https://gamebanana.com/requests/58020<br><br>Replaces Aria Of The Soul with Persona 3 Reload's remixed Aria of the soul.	<b>Updated 05/17/2024</b>	https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/72642	
p5r-pc-nevergonnagiveyouupoverlastsurprise	mod	Never Gonna Give You Up over Last Surprise	p5r-pc	KarleeTDM	01/01/1970	Music Track	Requested by TailsGuy! :D	<b>Updated 01/01/1970</b>	https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/72529	
p5r-pc-homeworkneverendsoverlifewillchange	mod	Homework Never Ends over Life Will Change	p5r-pc	NyxYT	05/18/2024	Music Track	Requested by: ApolloFlare https://gamebanana.com/requests/57627<br><br>Replaces both versions of Life Will Change (Instrumental and Non-Instrumental) with t ... 	<b>Updated 05/18/2024</b>	https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/72441	
p5r-pc-secretbossbgmpack	mod	Secret Boss BGM Pack	p5r-pc	JokersWild209	02/03/2024	Music Pack	A mod to replace the BGMs to give the Secret Bosses their own unique tracks. This is not dependent on the equipped costume. Simply enable it in Reload ... 		https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/72417	
p5r-pc-shinmegamitenseiivmusicpack	mod	Shin Megami Tensei IV Music Pack	p5r-pc	JokersWild209	02/02/2024	Music Pack	This is a Music Pack for the Samurai Garb, so make sure you equip that for it to function:<br><br>Normal BGM: Battle A1 (Naraku Battle Theme)<br>Ambush BGM: Ba ... 	<b>Updated 02/02/2024</b>	https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/72382	
p5r-pc-p5rdebugdiscbattlemusicrestoration	mod	P5R Debug Disc Battle Music Restoration	p5r-pc	Ghost2410581	01/28/2024	Music Track	leaked from the debug discs of persona 5 royal, full trust i would never lies at you<br><br>done as part of a request		https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/72341	
p5r-pc-ariaofthesoulbuttheresnovocals	mod	Aria of the soul but there's no vocals	p5r-pc	NyxYT	05/17/2024	Music Track	Replaces the Velvet Room Theme "Aria of the soul" with a version that removes Belladonna's singing.<br><br>Do NOT pair with Megami Velvet over Hymm Of The S ... 	<b>Updated 05/17/2024</b>	https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/72328	
p5r-pc-megamaninthedesert	mod	Mega Man in the Desert	p5r-pc	DJ Ki-sikil	01/27/2024	Music Track	Replaces "Rivers in the Desert" with the "Mega Man in the Desert" edit I had made for adachi.stream. The instrumental version is the version used in a ... 		https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/72313	
p5r-pc-dairyqueentycoontraxxpaxx	mod	dairy queen tycoon traxx paxx	p5r-pc	Ghost2410581	01/26/2024	Music Track	music ripped from the files of dairy queen tycoon. apparently it fits real good. like and subscribe		https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/72299	
p5r-pc-ultimaxhymmoverlastsurprisetakeover	mod	Ultimax Hymm over Last Surprise/Take Over	p5r-pc	NyxYT	05/18/2024	Music Track	As requested by: https://gamebanana.com/requests/51948<br><br>Replaces Take Over/Last Surprise with the Ultimax edition of Hymm of the soul.	<b>Updated 05/18/2024</b>	https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/72291	
p5r-pc-burnmydreadfinalbattleoverwillpower	mod	Burn My Dread Final Battle over Will Power	p5r-pc	NyxYT	05/17/2024	Music Track	Done for a request. https://gamebanana.com/requests/57348<br><br>Replaces Will Power (Awakening Theme) with the P3 Movie, Burn My Dread (future approach).	<b>Updated 05/17/2024</b>	https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/72290	
p5r-pc-megamivelvetoverhymmofthesoul	mod	Megami Velvet over Hymm Of The Soul	p5r-pc	NyxYT	05/18/2024	Music Track	Replaces Persona 5's "Hymn Of The Soul" with Megami Ibunroku Persona's Velvet Room theme.<br><br>When talking to Igor or the attendant, the music may be a l ... 	<b>Updated 05/18/2024</b>	https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/72286	
p5r-pc-soundwarningbonzibuddyconfidantpoems	mod	(SOUND WARNING) bonzi buddy confidant poems	p5r-pc	Ghost2410581	01/21/2024	Voice	(update to Fix this soon!)<br><br>i'm not too sure this was all that worth it<br><br>in testing, the audio became really fucked up and evil and loud and i dont kn ... 		https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/72250	
p5r-pc-itscalledarainbowroadbgmebtmusicpack	mod	It's Called a Rainbow Road (BGMEBT Music Pack)	p5r-pc	Ghost2410581	01/21/2024	Music Track	a music pack that uses rhymeswithstomach's interpretation of rainbow road from mario kart double dash as the battle music. also has mario kart wii's r ... 		https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/72238	
p5r-pc-lastsurprise-beta	mod	Last Surprise - Beta	p5r-pc	NV1522	01/20/2024	Music Track	Replaces Last Surprise with a Beta version from the Persona 5 PS3 Early Build. Now with Triumph (Victory Theme)<br><br>Has proper looping:<br><br>Start - 1964866<br> ... 	<b>Updated 01/20/2024</b>	https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/72206	
p5r-pc-fusionalarmsoundremover	mod	Fusion Alarm Sound Remover	p5r-pc	NineNates	01/21/2024	Sound Effect	Removes the fusion alarm sound effect. This is mainly to help with people who have anxiety or are generally uncomfortable with loud, panicky noises. M ... 	<b>Updated 01/21/2024</b>	https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/72119	
p5r-pc-ibelieveadvantagebattletheme	mod	'I Believe' Advantage Battle Theme	p5r-pc	PivotalLemonade	01/08/2024	Music Track	Simple Mod that Replaces 'Take Over' with 'I Believe' for the Normal Battles Advantage Theme<br><br>Requires BGMEFramework		https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/72008	
p5r-pc-p5rrandomizedbattlethemes	mod	P5R Randomized Battle Themes	p5r-pc	BrawlerAce	06/13/2024	Music Pack	This mod works with Persona 4 Golden, Persona 5 Royal, and Persona 3 Portable!<br><br>Overview<br>P5R Randomized Battle Themes adds the battle and victory them ... 	<b>Updated 06/13/2024</b>	https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/72005	
p5r-pc-itsgoingdownnowovertakeover	mod	Its going down now over Take over	p5r-pc	Yascripy	01/07/2024	Music Track	Self explanatory		https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/71997	
p5r-pc-pathetiqueoverhymnofthesoul	mod	Pathetique" over "Hymn of the Soul	p5r-pc	JokersWild209	12/14/2023	Music Track	Replaces "Hymn of the Soul" with Nameless' rendition of Beethoven's "Pathetique" in the Velvet Room.		https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/71598	
p5r-pc-hotelgoumadeninvelvetroom	mod	Hotel Goumaden in Velvet Room	p5r-pc	JokersWild209	12/10/2023	Music Track	Simply replaces "Hymn of the Soul" with the Hotel Gouma-Den BGM.		https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/71537	
p5r-pc-soulhackers2musicpack	mod	Soul Hackers 2 Music Pack	p5r-pc	JokersWild209	01/30/2024	Music Pack	Credit to SuperSaiyanJacob and NaruIzanagi  for the idea. I decided to try and do the same for Soul Hackers 2, in replacing Karukozaka High (Shin Mega ... 	<b>Updated 01/30/2024</b>	https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/71500	
p5r-pc-persona5imaginingprojectost	mod	Persona 5 Imagining Project OST	p5r-pc	spritecan	01/08/2024	Music Pack	THIS MOD REQUIRES BOTH BGME FRAMEWORKS AND BGME REACTIVE TO WORK<br><br>This mod will replace most of P5R's OST with songs from the P5 Imagining Project. I  ... 	<b>Updated 01/08/2024</b>	https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/71467	
p5r-pc-alternatep1music	mod	Alternate P1 Music	p5r-pc	SubjectULTIMA	11/20/2023	Music Track	Replaces the music over the P1 outfit with "Normal Battle -Refine Version-" and "Name Entry" for the victory theme.		https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/71292	
p5r-pc-persona3musicoverhaul	mod	Persona 3+ Music overhaul	p5r-pc	Shad Wolffic	01/05/2024	Music Pack	Hey, Shad here.<br>this is my first mod for P5R and I'm hoping it lives up to expectations.<br>Currently this mod is still a WIP and is being worked on, how ... 	<b>Updated 01/05/2024</b>	https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/70850	
p5r-pc-ryukisurvivethemeoverdemonicasuitbgm	mod	Ryuki Survive Theme over Demonica Suit BGM	p5r-pc	Ercar	10/02/2023	Music Track	1.0.1 <br>-Added Alive a Life from Kamen Rider Ryuki PS1 game as Victory Music <br><br>So learning new things and decided to give this a go. <br><br>Finished Kamen R ... 		https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/70527	
p5r-pc-cutintableeditor	tool	Cutin Table Editor	p5r-pc	Century_	12/27/2023	Misc	A GUI made for displaying and editing cutin textures and data tables from Persona 5 Royal and Persona 5.<br><br>Currently supports:<br><br>• Unpacking/Repacking c ... 		https://images.gamebanana.com/img/ss/tools/658c86ec35a0d.jpg	https://gamebanana.com/tools/15723	
p5r-pc-textureeditingarcanacards	guide	Texture Editing: Arcana Cards	p5r-pc	NyxYT	04/20/2024	Misc	You ever wanted to change the arcana cards similar to mine? In this tutorial, I'll be showing you how to change the Tarot Card (Arcana Card) texture t ... 		https://images.gamebanana.com/img/ss/tuts/6624175ab8d9b.jpg	https://gamebanana.com/tuts/17432	
p5r-pc-creatingcustomskillssteam	guide	Creating Custom Skills!: Steam	p5r-pc	NyxYT	03/09/2024	Misc	You ever see some custom skills other modders make and you think to yourself, "Man, I wish I could make something like that...", as the Skill Editor,  ... 		https://images.gamebanana.com/img/ss/tuts/65ebfecdc558b.jpg	https://gamebanana.com/tuts/17284	
p5r-pc-modifyingitemssteam	guide	Modifying Items!: Steam	p5r-pc	NyxYT	03/05/2024	Misc	Modifying Skills: https://gamebanana.com/tuts/17250<br>Modifying Skill Description: https://gamebanana.com/tuts/17268<br><br>Think your beginner accessories ar ... 		https://images.gamebanana.com/img/ss/tuts/65e67ebadad42.jpg	https://gamebanana.com/tuts/17272	
p5r-pc-changingskilldescriptionssteam	guide	Changing Skill Descriptions!: Steam	p5r-pc	NyxYT	03/04/2024	Misc	Modifying skills tutorial: https://gamebanana.com/tuts/17250<br><br>You ever see mods that change a skills description and want to know how to change them y ... 		https://images.gamebanana.com/img/ss/tuts/65e5261925045.jpg	https://gamebanana.com/tuts/17268	
p5r-pc-modifyingskillssteam	guide	Modifying Skills!: Steam	p5r-pc	NyxYT	02/28/2024	Misc	Modifying your skills<br><br>You ever wanted to edit your skill damage? add/remove ailments? What about adding/removing critical chances?<br><br>In this tutorial  ... 		https://images.gamebanana.com/img/ss/tuts/65deb7d900b3e.jpg	https://gamebanana.com/tuts/17250	
p5r-pc-howtoeditdialoguecutins	guide	How To Edit Dialogue Cutins	p5r-pc	Century_	12/27/2023	Misc	For the most part editing dialogue cutins for P5(R) has been a bit of an undocumented process, aside from a couple of handy tools here and there. <br>How ... 		https://images.gamebanana.com/img/ss/tuts/658c91375ef40.jpg	https://gamebanana.com/tuts/17027	
p5r-pc-howtoputanyimageinyourroom	guide	How to put any image in your room!	p5r-pc	TroyUwU	11/12/2023	Misc	Literally the most basic of basics mod that allows you to have the phantom thieves poster anything you want during the ship palace up until the end of ... 	<b>Updated 11/12/2023</b>	https://images.gamebanana.com/img/ss/tuts/6550eb558ca4e.jpg	https://gamebanana.com/tuts/16865	
p5r-pc-p5rbasicmodelimportingtutorialblender	guide	P5R Basic Model Importing Tutorial (Blender)	p5r-pc	MadMax1960	08/21/2023	Misc	This is a video guide due to the fact I had a hard time putting into words the amount of things you need to do for importing models.		https://images.gamebanana.com/img/ss/tuts/64e2e2d31fc47.jpg	https://gamebanana.com/tuts/16547	
p5s-feathermanwolf	mod	Featherman Wolf	p5s	DniweTamp	01/02/2024	Misc Skin	Adds a Featherman outfit for Metaverse Wolf based on the Crow's one seen in P5R		https://images.gamebanana.com/img/ss/mods/659499f257c31.jpg	https://gamebanana.com/mods/488082	
p4g64-ballguyoutfitforyu	mod	Ball Guy Outfit for Yu	p4g64	Ercar	04/24/2024	Skin	Game didn't have enough Ball Guy.<br><br>Replaces Yaso High Jersey<br><br>I have not played this game in like 4 years but I wanted to see what the model process w ... 		https://images.gamebanana.com/img/ss/mods/6628a04789c4d.jpg	https://gamebanana.com/mods/509267	
p4g64-reloaddoor-kun	mod	Reload Door-Kun	p4g64	crocodilerocky	03/25/2024	Misc	Makoto Yuki from Persona 3 Reload on your bedroom door! Inspired by the bedroom door-kun mod I made this to have the new Makoto for the p4g journey.		https://images.gamebanana.com/img/ss/mods/6601e87871fcb.jpg	https://gamebanana.com/mods/503020	
